m1,m10,m100,m1000,m1002,m1003,m1004,m1005,m1006,m1007,m1008,m1009,m101,m1010,m1011,m1012,m1013,m1014,m1015,m1016,m1017,m1018,m1019,m102,m1020,m1021,m1022,m1023,m1024,m1025,m1026,m1027,m1028,m1029,m103,m1030,m1031,m1032,m1033,m1034,m1035,m1036,m1037,m1038,m1039,m104,m1040,m1041,m1042,m1043,m1044,m1046,m1047,m1049,m105,m1050,m1051,m1053,m1054,m1055,m1056,m1057,m1058,m1059,m106,m1060,m1061,m1062,m1063,m1064,m1066,m1067,m1068,m1069,m107,m1070,m1071,m1073,m1076,m1077,m1078,m1079,m108,m1080,m1081,m1082,m1083,m1084,m1085,m1086,m1087,m1088,m1089,m1090,m1091,m1092,m1093,m1094,m1095,m1096
0.350661094,0.478491673,0.788958499,0.970011576,,0.663541399,0.855452988,0.809666467,0.58272596,0.620874877,0.810839672,0.628469495,0.184782197,0.707907427,0.771054263,0.448679699,0.709987472,0.623952555,0.708465259,0.795178514,0.581237731,0.616537669,0.433783982,0.737322728,0.654810998,,0.467455995,0.40841791,0.514591712,0.503859373,0.902099849,0.54260308,0.383822869,0.472742935,0.443374128,0.663658634,0.495618656,0.421056206,0.457427517,0.299738564,0.534071192,0.298195768,0.503817598,,,0.423286985,,0.350342676,0.489722695,0.659242084,0.74155351,0.355252816,0.406134256,0.646777357,0.577620101,0.162246373,0.337071355,0.989287148,0.175992887,0.877704108,0.349408181,0.34517647,,0.567317066,,0.466090504,0.371118471,,0.766811362,0.737516413,0.362190895,0.229726831,0.23381637,0.220585343,0.63324837,,,0.350523099,,0.2359167,0.309039519,0.257854613,,0.329992084,0.366529167,0.391354278,0.58257306,0.315826714,0.425298086,0.18464475,0.08398979,0.613065695,0.253997786,0.277340084,0.56632286,0.429893051,0.498798305,0.47454117,0.412622863,0.435559993
0.649397078,0.526621015,0.352716301,0.705839595,0.580180949,0.466437367,0.287841029,0.384323987,0.322011865,0.503677639,0.544486742,0.50830979,0.576920696,0.48056172,0.479408074,0.668893737,0.596979287,0.541148875,0.599458928,0.570969817,0.611755354,0.578542482,0.635388552,0.399202889,0.525010181,0.467455995,,0.750361498,0.642336069,0.688289979,0.674559988,0.4488079,0.738306039,0.728473023,0.37404664,0.517939701,0.556503998,0.680446902,0.619860213,0.516353856,0.67276396,0.581306801,0.464950139,,,0.396973992,0.319090277,0.380706161,0.514147465,0.290034951,0.686154407,0.519439164,0.539435278,0.467865775,0.450818842,0.37679938,0.373049614,0.455223508,0.284956262,0.392191467,0.526478082,0.489207423,,0.493081614,,0.522735872,0.599550429,,0.327911598,0.469337244,0.653387825,0.612644301,0.920948477,0.741836252,0.628320428,,,0.62629334,0.879223447,0.504902744,0.588047942,0.597202596,0.271513213,0.456642888,0.577485139,0.460445488,0.52310245,0.626787462,0.5744325,0.637270377,0.635457839,0.544595892,0.555747101,0.609635047,0.421744458,0.486444881,0.555460228,0.473725591,0.525130428,0.511445136
0.712929276,0.495885479,0.44819452,,,0.236426989,0.089074777,0.29160943,0.061108945,0.459393678,0.656222759,0.375676945,0.578764613,0.576452224,0.367813922,0.567237811,0.624672546,0.538451135,0.513047652,0.493590779,0.577229336,0.467381578,0.694082759,0.141863794,0.480729205,0.40841791,0.750361498,,0.512782423,0.660812492,1.0,0.389856512,0.708694208,0.665780385,,0.441766591,0.441949867,0.683902842,0.648637562,0.681087014,0.650403271,0.641582016,0.214563097,,,0.351973161,,0.446774494,0.595373991,0.100991027,,0.805657654,0.396526202,0.46184507,0.316457536,0.498847078,0.392945777,0.245628934,0.572101892,0.196192365,,0.71952244,,0.437575817,,0.5744542,0.502208163,,1.0,0.460659304,0.803952792,,,0.784793816,0.459158064,,,0.720017848,,0.494729193,0.620115673,0.735411807,,0.616589002,0.568715507,0.62186364,0.652117002,0.659651705,0.554621742,0.771693168,1.0,0.390810298,0.674352731,0.701654394,0.286579527,0.504938357,0.573279955,0.570935529,0.646279358,0.622144552
0.496538333,0.511921444,0.743418145,0.64277005,,0.588568163,0.331438634,0.518852932,0.253591841,0.803132591,0.580913386,0.587087244,0.216765046,0.375071938,0.536129363,0.588751018,0.653938819,0.550923634,0.466852307,0.639919215,0.579419433,0.636186509,0.508856722,0.45248538,0.400311539,0.514591712,0.642336069,0.512782423,,0.596710067,0.801455972,0.563457367,0.53928085,0.689270019,0.445018277,0.598244541,0.600492459,0.613423215,0.637220816,0.66188315,0.470092556,0.546072569,0.662372863,,,0.391030203,,0.355712974,0.543501673,0.58255969,,0.184966946,0.329411557,0.597024711,0.710402308,0.62719901,0.591555469,0.477155564,0.456825857,,0.097623131,0.546247113,,0.442687585,,0.291414269,0.50689679,,0.775563714,0.545409526,0.456621381,0.87893521,0.854202385,0.735866092,0.534854301,,,0.461036758,,0.469098004,0.478991829,0.426347714,,0.319894652,0.525596767,0.476608929,0.391322015,0.391837793,0.442868707,0.439747018,0.897409036,0.528122328,0.523247302,0.439945936,0.769292003,0.467615453,0.439330468,0.447205011,0.553478359,0.667475916
0.565562619,0.502141661,0.362552965,1.0,,0.377870674,0.443629634,0.33446252,0.429474057,0.525484412,0.583005026,0.50110557,0.36140998,0.449842503,0.474215736,0.575171584,0.561076108,0.588276717,0.439516086,0.639189613,0.613843051,0.553296604,0.580191748,0.180856506,0.503294725,0.503859373,0.688289979,0.660812492,0.596710067,,0.583150353,0.494080906,0.603564421,0.577147391,0.457148252,0.540769324,0.561519858,0.702314686,0.654199306,0.438945609,0.554570607,0.57828834,0.429184128,,,0.503617975,,0.472362326,0.413041828,0.447025478,0.46329764,0.333369985,0.556817252,0.559125784,0.30149935,0.473282579,0.512525702,0.491329983,0.62846196,0.241214542,0.286560199,0.590764149,,0.495258334,,0.457168762,0.721786907,,0.305881921,0.469977845,0.412892514,0.549037507,0.914273052,0.459270159,0.633150712,,,0.576690007,,0.458988492,0.51848994,0.564040664,,0.532332646,0.579466754,0.613691627,0.632183026,0.554168729,0.56319099,0.547361696,0.659242073,0.552984051,0.560457088,0.557965027,0.517433017,0.547729513,0.667634204,0.444078542,0.519718483,0.600586927
0.501809614,0.090801355,,,,,,,,,,,,0.517791512,,0.625552752,0.910446583,0.956334381,0.727934397,0.742044154,0.269049953,0.715651465,0.753077265,,,0.902099849,0.674559988,1.0,0.801455972,0.583150353,,,0.647253297,0.758645304,,0.786287757,0.608329432,0.357449,0.493568974,,0.906768572,0.047334031,,,,,,,,0.205905944,,,0.064154086,,0.885991232,,,,,,,0.939799848,,,,,,,,,0.805243458,0.889853919,,0.94110899,,,,0.293955147,,,0.569334778,0.1947668,,,0.871769662,,0.788649181,0.967239482,,0.805243458,,0.372306656,,,,,,,,
0.437550656,0.535346116,0.620486571,0.139450743,,0.567521246,0.644888108,0.545046174,0.485249759,0.645565986,0.535106023,0.547165151,0.433943231,0.555432485,0.720189279,0.358528429,0.486049319,0.558856611,0.587272812,0.551892112,0.569790529,0.662144559,0.444050067,0.519920017,0.602077028,0.54260308,0.4488079,0.389856512,0.563457367,0.494080906,,,0.414061598,0.426940383,0.578059538,0.595676775,0.550555639,0.435611628,0.532826658,0.424490148,0.467505716,0.424011694,0.649832057,,,0.572838921,0.389680912,0.396665447,0.40559796,0.556807309,0.390904504,0.38195806,0.510671068,0.535498924,0.547248296,0.223286592,0.506621418,0.402900352,0.505076829,0.429431161,0.504251715,0.48080876,,0.531006586,,0.418117361,0.56354619,,0.184815681,0.510858935,0.383212284,,0.399056542,0.267351675,0.53581994,,,0.418868907,,0.407812076,0.262762696,0.369074693,,0.363689319,0.468070398,0.363065472,0.49025718,0.385224833,0.509867658,0.300989332,,0.624777591,0.341445726,0.400996569,0.5773485,0.626429221,0.529763193,0.451248967,0.386479368,0.391405904
0.687310207,0.507103086,0.358699874,0.454403078,0.496488483,0.360291413,0.233752288,0.333398667,0.254754291,0.4349201,0.661675131,0.45847849,0.505574446,0.507932095,0.436898946,0.677814255,0.649061348,0.598154914,0.509680026,0.504405797,0.576885439,0.514227395,0.584900044,0.234263465,0.499284454,0.383822869,0.738306039,0.708694208,0.53928085,0.603564421,0.647253297,0.414061598,,0.648679082,0.308331085,0.47411689,0.557495452,0.600533292,0.536454312,0.627275488,0.751220178,0.631184641,0.379303804,0.456456929,,0.413002642,0.564054916,0.568069856,0.547918699,0.166511687,0.491780736,0.624508206,0.496364092,0.415290448,0.416959878,0.606323986,0.483167438,0.500886188,0.474157265,0.241473652,0.377670462,0.517258055,,0.436370208,0.971198292,0.494595389,0.462623107,,0.381645417,0.375016386,0.588548565,0.374202832,0.855782011,0.567259856,0.515975123,,0.274183734,0.67848024,0.838837505,0.479802076,0.490901752,0.549792801,0.18192797,0.514813378,0.597033271,0.590706419,0.634087141,0.599988766,0.540957902,0.577529745,0.627616654,0.527317447,0.523371614,0.577542055,0.421406134,0.467575928,0.412587312,0.523796088,0.512573015,0.56639216
0.631887985,0.507682447,0.483838536,0.285247827,,0.354693461,0.179854254,0.439387798,0.141997702,0.52648907,0.483787781,0.499907743,0.550988867,0.481703513,0.4003819,0.689947421,0.470014461,0.484358627,0.606477687,0.462159708,0.630353154,0.54594789,0.626335661,0.422003261,0.461788044,0.472742935,0.728473023,0.665780385,0.689270019,0.577147391,0.758645304,0.426940383,0.648679082,,0.313689533,0.517236966,0.568266166,0.659797917,0.704307038,0.611686787,0.528732816,0.603302549,0.416437649,0.765411367,,0.361398901,,0.509881404,0.53757384,0.296934999,0.800914627,0.658622199,0.434069325,0.424686263,0.452001884,0.429940338,0.345551997,0.156982197,0.378354711,0.180322483,0.546108774,0.490426859,,0.472830062,,0.517483799,0.499746413,,0.566519891,0.478727721,0.513171974,0.334579177,0.802832589,0.69239007,0.572640709,,,0.588169989,1.0,0.570574929,0.529270279,0.565829196,,0.500244376,0.55986774,0.48144562,0.475780367,0.639873592,0.640413075,0.596228288,0.412591601,0.443667046,0.616328145,0.62687674,0.486799135,0.505390257,0.500256209,0.562300782,0.556329212,0.616928279
0.392746071,0.349419964,0.461958115,0.80664013,,0.590130478,0.611005931,0.383696166,0.94292494,0.831671617,0.229760284,0.762092729,0.452922862,0.799929942,0.522402825,0.334590363,0.36735107,0.432845444,0.808914472,0.411783902,0.396838682,0.501293419,0.3586195,0.552010611,0.14899042,0.443374128,0.37404664,,0.445018277,0.457148252,,0.578059538,0.308331085,0.313689533,,0.830769856,0.539056376,0.635731261,0.380705616,0.355854719,0.447531949,0.497529302,0.42236475,,,0.247017998,,0.102077683,0.359583652,0.601210403,0.897378946,0.487042012,0.567622005,0.477636374,0.406259653,0.082896052,0.683061484,0.021714751,0.235541395,0.3592068,0.271290787,0.268319108,,0.611440488,,0.369535969,0.406483356,,0.99658578,0.0690778,,,,0.073472295,0.481172402,,,0.637344545,,0.323811053,0.403517294,0.456871563,,0.549835787,0.374811472,0.42506644,0.514486381,0.222397969,0.23721906,0.459127191,,0.567046461,0.383323387,0.372426217,0.461401948,0.459035483,0.640419656,0.475933316,0.27509084,0.595052337
0.348248746,0.426442332,0.706777151,0.269242141,,0.528953633,0.614418936,0.595626492,0.568087463,0.717223809,0.739204382,0.62376442,0.514167309,0.657770661,0.790829798,0.532861022,0.575191416,0.691840571,0.660696586,0.572866615,0.559100252,0.759483946,0.418288926,0.619242594,0.58846126,0.663658634,0.517939701,0.441766591,0.598244541,0.540769324,0.786287757,0.595676775,0.47411689,0.517236966,0.830769856,,0.652285624,0.492087635,0.630334585,0.467165926,0.498856318,0.377146274,0.617701592,,,0.521019864,,0.308548315,0.392244415,0.583056638,0.931906986,0.352323121,0.492010591,0.572770488,0.531779643,0.420430541,0.79423452,0.307052179,0.30284428,0.604746471,0.545806636,0.497085162,,0.587160081,,0.413911093,0.485200797,,0.749058139,0.620152381,0.551580654,0.446147935,0.195544728,0.391889912,0.60407378,,,0.415812178,0.470400018,0.417767452,0.365055591,0.388350809,,0.450633456,0.521819489,0.470039858,0.451570313,0.364936434,0.554050638,0.301432989,0.727722052,0.592950835,0.416357795,0.402972805,0.554369588,0.509921656,0.524269911,0.429000227,0.437867055,0.445484812
0.499887799,0.523612057,0.275695841,0.118965555,,0.550633819,0.448439973,0.600859559,0.50597712,0.566285453,0.462309053,0.621309236,0.574970505,0.57947011,0.665176338,0.548796558,0.622626867,0.533786883,0.573698445,0.554910258,0.547722531,0.699984639,0.586511372,0.537313778,0.483887356,0.495618656,0.556503998,0.441949867,0.600492459,0.561519858,0.608329432,0.550555639,0.557495452,0.568266166,0.539056376,0.652285624,,0.555674763,0.648668494,0.381122076,0.500610227,0.518922903,0.568236507,,,0.383726375,0.170120064,0.540189125,0.415704503,0.446494978,0.238715107,0.462500345,0.525761186,0.427147783,0.543056575,0.627283872,0.393783785,0.351411049,0.522449187,0.247735082,0.375613223,0.579928178,,0.434241472,,0.444520479,0.352891755,,0.629889068,0.650487038,0.465779943,0.28907776,0.473159125,0.551373341,0.500278906,,,0.567981105,0.660676362,0.441725793,0.49213717,0.506079293,,0.478139664,0.511103054,0.611238606,0.622094137,0.539647782,0.451557757,0.387476006,0.552711775,0.500482569,0.541812707,0.411249386,0.508702115,0.465648507,0.485212282,0.501649365,0.432348959,0.381228648
0.581818397,0.479134653,0.397810623,0.586263821,,0.385924579,0.227076847,0.344874944,0.220863505,0.540248838,0.388933673,0.548499692,0.612725815,0.404118043,0.377251342,0.561835524,0.493344508,0.497793287,0.531262243,0.484668341,0.528911491,0.616693924,0.638208582,0.503607912,0.364615681,0.421056206,0.680446902,0.683902842,0.613423215,0.702314686,0.357449,0.435611628,0.600533292,0.659797917,0.635731261,0.492087635,0.555674763,,0.627966807,0.631914989,0.509601736,0.545507581,0.423356367,,,0.356162762,0.490995677,0.535691747,0.40348117,0.502079569,0.83091493,0.675132711,0.473913645,0.40403335,0.38022756,0.505548805,0.287875636,0.589306451,0.31669183,0.235457203,0.427191329,0.619323814,,0.523574077,,0.516320667,0.6421856,,0.445732711,0.506079514,0.724510969,0.687010426,0.852984529,0.619183701,0.517389144,,,0.619161323,0.926590545,0.512522088,0.546125784,0.614984666,0.788655729,0.558150478,0.578176406,0.578617691,0.642874392,0.650172708,0.705585265,0.629632,0.361074946,0.448499604,0.650325881,0.613859557,0.495150361,0.496722984,0.521741117,0.578879367,0.560676894,0.446011819
0.514417742,0.438091684,0.61226302,0.808494825,,0.288404591,0.322384137,0.375142104,0.437231213,0.522112313,0.35132815,0.616737547,0.4011818,0.55585263,0.4985418,0.663188563,0.532250447,0.596020145,0.682595961,0.549184394,0.592251153,0.656436599,0.667035355,0.222121254,0.518324907,0.457427517,0.619860213,0.648637562,0.637220816,0.654199306,0.493568974,0.532826658,0.536454312,0.704307038,0.380705616,0.630334585,0.648668494,0.627966807,,0.699044137,0.511715547,0.528281156,0.481498463,,,0.394893246,,0.486383814,0.358121953,0.243411297,,0.708964676,0.432784813,0.463096634,0.473730491,0.667215768,0.471659788,0.58151024,0.433466408,0.463364301,0.361642316,0.623719545,,0.507575114,,0.515391783,0.486945809,,0.466529899,0.624788408,0.500821653,0.328329557,0.179792688,0.419959132,0.493434641,,,0.538562217,,0.472222801,0.410378201,0.43561176,,0.422877598,0.570882499,0.564767345,0.649585346,0.631751754,0.656997852,0.602792431,0.800360834,0.494984263,0.568836654,0.520901408,0.42397323,0.626426803,0.472734622,0.584181962,0.587395675,0.444869888
0.530393074,0.292951818,0.325786393,0.496394313,,0.306702557,0.318210605,0.349922039,0.375615549,0.269925629,0.89505583,0.517256297,0.561619049,0.315793357,0.22981392,0.54735618,0.426574016,0.430250847,0.486364647,0.387978494,0.476708296,0.679744123,0.413676264,0.211891992,0.408656303,0.299738564,0.516353856,0.681087014,0.66188315,0.438945609,,0.424490148,0.627275488,0.611686787,0.355854719,0.467165926,0.381122076,0.631914989,0.699044137,,0.529915889,0.501302401,0.278337235,0.215908831,,0.383410918,,0.489473261,0.568341161,0.187068379,0.329664617,0.717368565,0.556849197,0.478193725,0.476554685,0.604518535,0.498814454,0.411440983,0.369061406,0.049470301,0.438724107,0.484674651,0.029278026,0.42663777,,0.597680885,0.506898061,,0.560602443,0.348222615,0.545156114,,0.45604325,0.268875754,0.431917146,,,0.586992623,0.805346904,0.516815098,0.530567898,0.545476573,,0.630214676,0.545476458,0.562196415,0.846800138,0.555354781,0.581224567,0.599670968,,0.355248869,0.595817737,0.470474605,0.317674251,0.431084914,0.421389194,0.533118018,0.621216822,0.560932951
0.660956798,0.461444999,0.323554975,0.239049592,0.89919913,0.382361538,0.329249675,0.460641233,0.374039611,0.527745058,0.608781322,0.510288592,0.441624207,0.425095498,0.312712407,0.586677254,0.656681252,0.522713466,0.588683259,0.518516794,0.627700189,0.449538807,0.584397465,0.298501101,0.495627033,0.534071192,0.67276396,0.650403271,0.470092556,0.554570607,0.906768572,0.467505716,0.751220178,0.528732816,0.447531949,0.498856318,0.500610227,0.509601736,0.511715547,0.529915889,,0.578327594,0.411902303,0.325527632,,0.429609872,0.218004842,0.551605723,0.495185687,0.299267499,0.597118569,0.532772017,0.492199547,0.463605982,0.453310206,0.495733782,0.526099774,0.593616107,0.686475852,0.509654424,0.420831669,0.50194472,,0.505339471,0.713467325,0.51965395,0.508444322,,0.656715587,0.421760734,0.698764425,0.522863551,0.526393629,0.60231646,0.425757269,,0.381418415,0.607665436,0.422800672,0.509574885,0.445204896,0.529576552,0.237489829,0.501635216,0.604025366,0.540655557,0.546470056,0.566396852,0.507084584,0.631948232,0.765971453,0.558783889,0.497475984,0.601164434,0.384773602,0.460902495,0.400227326,0.512471187,0.477207641,0.60750684
0.715248525,0.562132393,0.322774445,0.305700328,0.582067108,0.323584581,0.211208719,0.24499014,0.3138591,0.438583149,0.539982764,0.367434629,0.625786307,0.51262797,0.282740798,0.651191495,0.556436256,0.370766792,0.489853663,0.42321369,0.579825164,0.420709093,0.577105655,0.110131648,0.457199684,0.298195768,0.581306801,0.641582016,0.546072569,0.57828834,0.047334031,0.424011694,0.631184641,0.603302549,0.497529302,0.377146274,0.518922903,0.545507581,0.528281156,0.501302401,0.578327594,,0.287984792,0.320394799,,0.600939165,,0.530200546,0.511638884,0.253829995,0.442421952,0.495628075,0.479973462,0.439354191,0.403999151,0.545094104,0.505715791,0.359645454,0.373454727,0.178536846,0.418390254,0.478000082,0.605305542,0.457461993,0.262520333,0.66206504,0.47422151,,0.293430286,0.327315455,0.448411552,0.277040809,0.540086248,0.598186744,0.45555022,,0.283895879,0.584271144,0.339308624,0.577293423,0.546367375,0.635307333,0.076882475,0.584708156,0.512696574,0.44744641,0.574288096,0.628812821,0.511351946,0.618288286,0.324977711,0.433801625,0.683872341,0.683045864,0.366042202,0.529876279,0.494622957,0.460764619,0.602109327,0.506020962
0.287705616,0.535664783,0.607882366,0.347963508,,0.637055068,0.69530277,0.634021544,0.7046686,0.647224762,0.385837144,0.522547195,0.338765906,0.490361845,0.624318058,0.406053161,0.47494257,0.645378294,0.525711418,0.504223107,0.519330661,0.567656219,0.459285965,0.820820308,0.508293679,0.503817598,0.464950139,0.214563097,0.662372863,0.429184128,,0.649832057,0.379303804,0.416437649,0.42236475,0.617701592,0.568236507,0.423356367,0.481498463,0.278337235,0.411902303,0.287984792,,,,0.570285726,,0.333009704,0.531413285,0.727547153,0.117442438,0.155417696,0.548251463,0.616841921,0.534090509,0.407740628,0.487246772,0.393174619,0.461743839,0.691248445,0.159039922,0.3900363,0.355900624,0.478928923,0.294390447,0.375380702,0.503824903,,0.430163881,0.586839107,0.361414435,,0.172926456,0.292351875,0.521347572,,,0.398433801,0.275234931,0.41329817,0.304389973,0.319236257,,0.292403536,0.48702664,0.334707456,0.32504789,0.217444694,0.290464855,0.295780153,,0.645793598,0.272434251,0.300063812,0.732324017,0.514088636,0.511620244,0.416260236,0.308861252,0.293701389
0.269342052,0.754511944,0.659328527,,,0.375098877,,,,,,,0.716430987,,,,,,,,,,0.693769747,,,,,,,,,,0.456456929,0.765411367,,,,,,0.215908831,0.325527632,0.320394799,,,,,,0.55367094,0.062520532,,,,,,0.77466183,0.162649064,0.206365383,,,,0.833608076,0.856094426,,0.108118644,,0.572690891,0.713994113,,,,,,,,,,,0.476103122,,0.518617066,0.249205104,0.555763766,,0.461534784,0.911777901,0.506591495,,0.338649168,,0.739899899,,0.497699808,0.534618832,0.720510703,,0.552183521,0.965669553,0.380401067,0.569511137,0.624842956
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.489250307,0.54140027,0.649672173,0.346559876,,0.507153112,0.519636676,0.411368038,0.563516614,0.491782301,0.375561126,0.365836308,0.553853431,0.409844159,0.488186744,0.494273804,0.50643182,0.416261083,0.501733153,0.437209859,0.518408532,0.384365519,0.380456298,0.548085042,0.510239262,0.423286985,0.396973992,0.351973161,0.391030203,0.503617975,,0.572838921,0.413002642,0.361398901,0.247017998,0.521019864,0.383726375,0.356162762,0.394893246,0.383410918,0.429609872,0.600939165,0.570285726,,,,,0.354183742,0.422995191,0.53631325,0.214418909,0.224295301,0.523357002,0.558604375,0.471849135,0.548756062,0.63112158,0.689956953,0.551988283,0.486326019,0.524348265,0.323377174,,0.501843175,0.000839333,0.536893987,0.620095623,,0.176680653,0.444078363,0.266287685,0.341268413,0.002665625,0.128219942,0.601931869,,,0.485202642,,0.378656368,0.462978804,0.458045617,,0.544071008,0.441429724,0.452736882,0.460847029,0.350423416,0.49632783,0.317084588,0.188998535,0.549076234,0.544154075,0.507722176,0.457448173,0.579447246,0.556948652,0.341768178,0.442392186,0.41499776
,,,,,,,,,,,0.465070338,,0.465070338,,,,0.174801104,,,,,,,,,0.319090277,,,,,0.389680912,0.564054916,,,,0.170120064,0.490995677,,,0.218004842,,,,,,,0.427204762,,,,,0.038389233,,,,,,,,,,,0.177654732,,0.28478264,,,,,,,,,,,,0.307851351,,0.747435339,,,,,,,,0.939738367,,,,,,,,,0.268748321,0.585780023,0.452463409,
0.58714752,0.437948821,0.431474841,0.356978657,0.593671163,0.249326206,0.390949048,0.525761938,0.326035219,0.454091282,0.367486652,0.345715493,0.491748529,0.269323811,0.111986136,0.596336811,0.475826416,0.445364505,0.322479628,0.395732714,0.413950875,0.520430866,0.48908377,0.123586732,0.390510759,0.350342676,0.380706161,0.446774494,0.355712974,0.472362326,,0.396665447,0.568069856,0.509881404,0.102077683,0.308548315,0.540189125,0.535691747,0.486383814,0.489473261,0.551605723,0.530200546,0.333009704,0.55367094,,0.354183742,0.427204762,,0.489119046,0.329291262,0.371822283,0.696346218,0.431799781,0.4208933,0.465256435,0.619538054,0.458006675,0.520557897,0.581569274,0.444678122,0.419685195,0.656876859,0.419090525,0.472737205,0.911073458,0.525696694,0.417867789,,0.227528251,0.428957695,0.647524623,0.755020759,0.608968167,0.610487672,0.487874398,,0.442515735,0.467700133,0.648200499,0.647885879,0.573780722,0.581120201,,0.607502573,0.522256318,0.64339375,0.527268132,0.690512762,0.401299901,0.636050378,0.326237835,0.397158373,0.558811136,0.609362459,0.358135983,0.444543698,0.387169618,0.680424703,0.578216697,0.577532693
0.548093309,0.59287747,0.605126775,0.512912447,,0.525334156,0.578730233,0.563292215,0.561941004,0.449842781,0.663051506,0.443482088,0.485855861,0.555733445,0.322098672,0.440700559,0.546390885,0.573324379,0.478370741,0.357706186,0.493709446,0.561404613,0.530726295,0.578871779,0.567352953,0.489722695,0.514147465,0.595373991,0.543501673,0.413041828,,0.40559796,0.547918699,0.53757384,0.359583652,0.392244415,0.415704503,0.40348117,0.358121953,0.568341161,0.495185687,0.511638884,0.531413285,0.062520532,,0.422995191,,0.489119046,,0.328775172,0.440423761,0.687005835,0.569987556,0.531106913,0.4268397,0.497344302,0.577783878,0.431815024,0.442361879,0.482292042,0.467759356,0.501763826,,0.480060929,,0.423947379,0.437823601,,0.623821664,0.485941008,0.417300078,0.458924555,0.203437701,0.661419941,0.578585991,,0.627801701,0.533986711,,0.483510448,0.42672724,0.484317006,,0.396323124,0.48898289,0.449296712,0.489907239,0.428508337,0.290800875,0.552125818,0.17878807,0.539079053,0.391875115,0.444234823,0.499838305,0.495780353,0.409878285,0.501875479,0.403987335,0.466628272
0.273785534,0.398487024,0.495177601,,,0.712035521,0.88179338,0.713542484,0.527821937,0.603072745,0.2855109,0.772381214,0.513343264,0.414866807,0.749560031,0.212087276,0.387485229,0.521002202,0.58376353,0.568385301,0.297054019,0.442983797,0.384508803,0.602099538,0.581191687,0.659242084,0.290034951,0.100991027,0.58255969,0.447025478,0.205905944,0.556807309,0.166511687,0.296934999,0.601210403,0.583056638,0.446494978,0.502079569,0.243411297,0.187068379,0.299267499,0.253829995,0.727547153,,,0.53631325,,0.329291262,0.328775172,,0.499546931,0.407026687,0.447169431,0.704858932,0.56218616,0.225228149,0.447286612,0.828477142,0.65005204,0.941946374,0.394953809,0.549837395,,0.51790788,,0.362635259,0.563921149,,0.446669086,0.650138079,0.239701441,0.491892199,0.44587974,0.38374678,0.550590175,,,0.231766964,,0.294570784,0.498181547,0.241245184,,0.357794822,0.305895979,0.28739015,0.153215482,0.274372786,0.566617841,0.16915491,0.440279471,0.510196279,0.261318073,0.259567503,0.677766743,0.298909488,0.580154752,0.41909944,0.391390055,0.293861082
0.533260798,0.210576112,0.693604716,,,0.305843704,0.294261062,0.72383156,0.373928455,0.645571482,0.264823019,0.673530813,0.271903078,0.813856883,0.32676149,0.709816858,0.698890625,0.726085137,0.902366095,0.332514524,0.53396522,0.249612267,0.206711132,0.433900049,0.352075135,0.74155351,0.686154407,,,0.46329764,,0.390904504,0.491780736,0.800914627,0.897378946,0.931906986,0.238715107,0.83091493,,0.329664617,0.597118569,0.442421952,0.117442438,,,0.214418909,,0.371822283,0.440423761,0.499546931,,0.000302378,0.284744882,0.17950037,0.263705061,0.116339855,0.57189421,,0.078267921,,0.870609469,0.234637652,,0.526868926,,0.739701581,0.682513346,,0.839557809,0.41326574,0.188652172,,0.610315449,,0.684321858,,,0.540423698,,0.336272433,0.708570503,0.459819743,,0.689169255,0.733666032,0.416286035,0.710614716,0.553316312,0.930379538,0.318086787,,0.290379234,0.63856687,0.534916722,0.202757879,0.600082066,0.525051734,0.406981369,0.685834979,0.561852361
0.557768898,0.598781048,0.855263447,,,0.633662259,0.106730003,0.391310091,0.385279476,0.153557148,1.0,0.638997426,0.791357847,0.327913919,0.297993331,0.618333552,0.518016399,0.532300721,0.493369359,0.409333257,0.522546545,0.59740732,0.527192928,0.265624158,0.338088213,0.355252816,0.519439164,0.805657654,0.184966946,0.333369985,,0.38195806,0.624508206,0.658622199,0.487042012,0.352323121,0.462500345,0.675132711,0.708964676,0.717368565,0.532772017,0.495628075,0.155417696,,,0.224295301,,0.696346218,0.687005835,0.407026687,0.000302378,,0.648602815,0.49378099,0.604687909,0.363572806,0.375816419,0.116728976,0.295637653,0.096121825,0.636044936,0.601496438,,0.533604456,,0.44734058,0.833010872,,0.632220158,0.40767441,0.532002653,,0.760235969,0.767005398,0.620982275,,,0.578367923,0.675543808,0.591410846,0.45789667,0.728603443,,0.560096314,0.62652642,0.368209747,0.737792066,0.508178189,0.482860149,0.640437721,0.607128596,0.422142923,0.620939505,0.428761254,0.480614711,0.468681992,0.365349775,0.750265261,0.449568466,0.554184045
